0,0.00053428,1,0
0,0.00056228,1,5.4e-05
0,0.00059029,1,0.000108
0,0.00061829,1,0.000162
0,0.0006463,1,0.000216
0,0.00067431,1,0.00027
0,0.00070231,1,0.000324
0,0.00073032,1,0.000378
0,0.00075832,1,0.000432
0,0.00078633,1,0.000486
0,0.00081433,1,0.00054
0,0.00084234,1,0.000594
0,0.00087034,1,0.000648
0,0.00089835,1,0.000702
0,0.00092635,1,0.000756
0,0.00095436,1,0.00081
0,0.00098236,1,0.000864
0,0.0010104,1,0.000918
0,0.0010384,1,0.000972
0,0.0010341,1,0.001026
0,0.00099632,1,0.00108
0,0.0009591,1,0.001134
0,0.00092247,1,0.001188
0,0.00088641,1,0.001242
0,0.00085092,1,0.001296
0,0.00081602,1,0.00135
0,0.00078169,1,0.001404
0,0.00074795,1,0.001458
0,0.00071478,1,0.001512
0,0.00068218,1,0.001566
0,0.00065017,1,0.00162
0,0.00061873,1,0.001674
0,0.00058787,1,0.001728
0,0.00055759,1,0.001782
0,0.00052789,1,0.001836
0,0.00049876,1,0.00189
0,0.00047022,1,0.001944
0,0.00044225,1,0.001998
0,0.00041486,1,0.002052
0,0.00038804,1,0.002106
0,0.00036181,1,0.00216
0,0.00033615,1,0.002214
0,0.00031107,1,0.002268
0,0.00028657,1,0.002322
0,0.00026264,1,0.002376
0,0.00023929,1,0.00243
0,0.00021653,1,0.002484
0,0.00019434,1,0.002538
0,0.00017272,1,0.002592
0,0.00015169,1,0.002646
0,0.00013123,1,0.0027
0,0.00011135,1,0.002754
0,9.2052e-05,1,0.002808
0,7.3329e-05,1,0.002862
0,5.5183e-05,1,0.002916
0,3.7616e-05,1,0.00297
0,2.0626e-05,1,0.003024
0,4.2146e-06,1,0.003078
0,-1.1619e-05,1,0.003132
0,-2.3006e-05,1,0.003186
0,-2.7349e-05,1,0.00324
0,-3.1514e-05,1,0.003294
0,-3.5499e-05,1,0.003348
0,-3.9304e-05,1,0.003402
0,-4.2931e-05,1,0.003456
0,-4.6378e-05,1,0.00351
0,-4.9645e-05,1,0.003564
0,-5.2734e-05,1,0.003618
0,-5.5643e-05,1,0.003672
0,-5.8373e-05,1,0.003726
0,-6.0923e-05,1,0.00378
0,-6.3294e-05,1,0.003834
0,-6.5486e-05,1,0.003888
0,-6.7499e-05,1,0.003942
0,-6.9332e-05,1,0.003996
0,-7.0986e-05,1,0.00405
0,-7.2461e-05,1,0.004104
0,-7.3756e-05,1,0.004158
0,-7.4872e-05,1,0.004212
0,-7.5809e-05,1,0.004266
0,-7.6566e-05,1,0.00432
0,-7.7144e-05,1,0.004374
0,-7.7543e-05,1,0.004428
0,-7.7762e-05,1,0.004482
0,-7.7802e-05,1,0.004536
0,-7.7663e-05,1,0.00459
0,-7.7344e-05,1,0.004644
0,-7.6846e-05,1,0.004698
0,-7.6169e-05,1,0.004752
0,-7.5313e-05,1,0.004806
0,-7.4277e-05,1,0.00486
0,-7.3062e-05,1,0.004914
0,-7.1667e-05,1,0.004968
0,-7.0094e-05,1,0.005022
0,-6.8341e-05,1,0.005076
0,-6.6408e-05,1,0.00513
0,-6.4297e-05,1,0.005184
0,-6.2006e-05,1,0.005238
0,-5.9535e-05,1,0.005292
0,-5.6856e-05,1,0.005346
0,-5.4008e-05,1,0.0054
0,-5.1159e-05,1,0.005454
0,-4.8309e-05,1,0.005508
0,-4.5457e-05,1,0.005562
0,-4.2603e-05,1,0.005616
0,-3.9747e-05,1,0.00567
0,-3.689e-05,1,0.005724
0,-3.4032e-05,1,0.005778
0,-3.1171e-05,1,0.005832
0,-2.8309e-05,1,0.005886
0,-2.5446e-05,1,0.00594
0,-2.258e-05,1,0.005994
0,-1.9714e-05,1,0.006048
0,-1.6845e-05,1,0.006102
0,-1.3975e-05,1,0.006156
0,-1.1103e-05,1,0.00621
0,-8.2299e-06,1,0.006264
0,-5.3548e-06,1,0.006318
0,-2.4782e-06,1,0.006372
0,4.0006e-07,1,0.006426
0,3.28e-06,1,0.00648
0,6.1615e-06,1,0.006534
0,9.0446e-06,1,0.006588
0,1.1929e-05,1,0.006642
0,1.4816e-05,1,0.006696
0,1.7704e-05,1,0.00675
0,2.0594e-05,1,0.006804
0,2.3485e-05,1,0.006858
0,2.6378e-05,1,0.006912
0,2.9272e-05,1,0.006966
0,3.2169e-05,1,0.00702
